Dataset,Input Size,Type,Classifier,Precision,Recall,F1-Score,Area Under Curve,Precision Standard Deviation,Recall Standard Deviation,F1-Score Standard Deviation,Area Under Curve Standard Deviation,Autoencoders,AE Count,Formated Results
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_4.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_4.80,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_5.00,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_5.20,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_5.40,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE (0.25 Masked),ReconstructionThreshold_5.60,0.0,0.0,0.0,,0.0,0.0,0.0,,20240212193050:20240212215609:20240213001022,3,"0.0000 (0.0000, 0.0000)"
O3 Run,4096,Vanilla AE,ReconstructionThreshold_1.20,0.5000603544010429,0.9966666666666667,0.6659760195944406,,0.00283933514881405,0.00666666666666659,0.0038165273362373306,,20240214010107:20240214011555:20240214012645:20240214013704,4,"0.6660 (0.5001, 0.9967)"
O3 Run,4096,Vanilla AE,ReconstructionThreshold_1.40,0.49736392704018606,0.9860714285714286,0.6612109141101834,,0.00557661772113963,0.01731559793864445,0.008741675283809121,,20240214010107:20240214011555:20240214012645:20240214013704,4,"0.6612 (0.4974, 0.9861)"
O3 Run,4096,Vanilla AE,ReconstructionThreshold_1.60,0.49472768913766696,0.9758333333333333,0.6565686306583353,,0.007179603007729717,0.02400987136372235,0.01168194461884964,,20240214010107:20240214011555:20240214012645:20240214013704,4,"0.6566 (0.4947, 0.9758)"
O3 Run,4096,Vanilla AE,ReconstructionThreshold_1.80,0.4906505120635615,0.9602910052910053,0.6494353901064245,,0.010068001367379988,0.034722905007144145,0.016715316622980706,,20240214010107:20240214011555:20240214012645:20240214013704,4,"0.6494 (0.4907, 0.9603)"
