,Dataset,Input Size,Type,Classifier,Formated Results,Area Under Curve,Autoencoders
0,O3 Run,4096,Vanilla AE (0.75 Masked),LogisticRegression,"0.5914 (0.5536, 0.6427)",0.5616671834027538,20240131232438:20240131233323:20240131234126:20240131234940
1,O3 Run,4096,Vanilla AE (0.75 Masked),GradientBoostingClassifier,"0.5909 (0.5689, 0.6224)",0.5278054076981705,20240131225414:20240131230049:20240131230813:20240131231530
2,O3 Run,4096,Vanilla AE (0.75 Masked),XGBClassifier,"0.5847 (0.5824, 0.5886)",0.563160073700262,20240126172112:20240126194741:20240126220134:20240127002139
3,O3 Run,4096,Vanilla AE (0.75 Masked),ExtraTreesClassifier,"0.5603 (0.5103, 0.6269)",0.5728856452455591,20240124222545:20240125012237:20240125050018:20240125083809
4,O3 Run,4096,Vanilla AE (0.75 Masked),HBOS,"0.0768 (0.4375, 0.0426)",0.5073999625454366,20240129145238:20240129173519:20240129202002:20240129225947
5,O3 Run,4096,Vanilla AE (0.75 Masked),COPOD,"0.0673 (0.5833, 0.0360)",0.5055059523809524,20240129120905:20240129121545:20240129122159:20240129122812
6,O3 Run,4096,Vanilla AE (0.75 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240124024633:20240124044931:20240124064708:20240124084942
7,O3 Run,4096,Vanilla AE (0.50 Masked),GradientBoostingClassifier,"0.5923 (0.6123, 0.5981)",0.6069088047029224,20240201152100:20240201164250:20240201180604:20240201192906
8,O3 Run,4096,Vanilla AE (0.50 Masked),XGBClassifier,"0.5869 (0.5800, 0.6112)",0.5535025495067902,20240130041931:20240130042639:20240130043311:20240130043943
9,O3 Run,4096,Vanilla AE (0.50 Masked),LogisticRegression,"0.5747 (0.5834, 0.5912)",0.5435423732762545,20240128204147:20240128205243:20240128210320:20240128211331
10,O3 Run,4096,Vanilla AE (0.50 Masked),RandomForestClassifier,"0.5684 (0.5841, 0.5791)",0.6196883267195767,20240124101806:20240124115411:20240124132452
11,O3 Run,4096,Vanilla AE (0.50 Masked),HBOS,"0.0911 (0.5000, 0.0509)",0.5202245670995671,20240124003257:20240124004416:20240124005544:20240124010528
12,O3 Run,4096,Vanilla AE (0.50 Masked),COPOD,"0.0656 (0.4375, 0.0367)",0.5094132001459588,20240125102229:20240125121147:20240125134714:20240125152233
13,O3 Run,4096,Vanilla AE (0.50 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240123170923:20240123192615:20240123220829:20240124000920
14,O3 Run,4096,Vanilla AE (0.25 Masked),LogisticRegression,"0.5799 (0.5512, 0.6206)",0.5528668535546384,20240131152632:20240131172607:20240131192902:20240131213739
15,O3 Run,4096,Vanilla AE (0.25 Masked),GradientBoostingClassifier,"0.5709 (0.5083, 0.6593)",0.6116328905338211,20240128080155:20240128080931:20240128081650:20240128082401
16,O3 Run,4096,Vanilla AE (0.25 Masked),XGBClassifier,"0.5677 (0.5549, 0.5937)",0.5991775744780672,20240128080155:20240128080931:20240128081650:20240128082401
17,O3 Run,4096,Vanilla AE (0.25 Masked),HBOS,"0.0995 (0.4500, 0.0570)",0.5242081736909323,20240128080155:20240128080931:20240128081650:20240128082401
18,O3 Run,4096,Vanilla AE (0.25 Masked),COPOD,"0.0911 (0.4167, 0.0512)",0.516999666999667,20240204182711:20240204183129:20240204183554:20240204184011
19,O3 Run,4096,Vanilla AE (0.25 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240124143054:20240124143508:20240124143910:20240124144322
20,O3 Run,4096,Vanilla AE,XGBClassifier,"0.6295 (0.6107, 0.6567)",0.6169872243252139,20240201072927:20240201095038:20240201113929:20240201132709
21,O3 Run,4096,Vanilla AE,GradientBoostingClassifier,"0.5922 (0.5864, 0.6131)",0.6145615854479621,20240201072927:20240201095038:20240201113929:20240201132709
22,O3 Run,4096,Vanilla AE,LogisticRegression,"0.5704 (0.5621, 0.5844)",0.5861936400293255,20240201072927:20240201095038:20240201113929:20240201132709
23,O3 Run,4096,Vanilla AE,RandomForestClassifier,"0.5520 (0.5524, 0.5717)",0.6260224343557677,20240128160747:20240128172733:20240128185230:20240128201747
24,O3 Run,4096,Vanilla AE,ExtraTreesClassifier,"0.4533 (0.4658, 0.4500)",0.4754173411022069,20240125213842:20240125215821:20240125221730:20240125223354
25,O3 Run,4096,Vanilla AE,HBOS,"0.1298 (0.4500, 0.0759)",0.5334821428571429,20240201072927:20240201095038:20240201113929:20240201132709
26,O3 Run,4096,Vanilla AE,COPOD,"0.0333 (0.2500, 0.0179)",0.4966973886328725,20240125165547:20240125182326:20240125195151:20240125212047
27,O3 Run,4096,Vanilla AE,ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240122215535:20240123031848:20240123083307:20240123143155
28,O3 Run,4096,Adversarial AE (0.75 Masked),XGBClassifier,"0.6353 (0.5861, 0.7004)",0.6403388128873043,20240124191438:20240124225602:20240125014924:20240125052424
29,O3 Run,4096,Adversarial AE (0.75 Masked),ExtraTreesClassifier,"0.6080 (0.5972, 0.6299)",0.6645060865775216,20240124191438:20240124225602:20240125014924:20240125052424
30,O3 Run,4096,Adversarial AE (0.75 Masked),GradientBoostingClassifier,"0.5842 (0.5584, 0.6138)",0.6210132410294048,20240124191438:20240124225602:20240125014924:20240125052424
31,O3 Run,4096,Adversarial AE (0.75 Masked),LogisticRegression,"0.5651 (0.5588, 0.5859)",0.4947856573663948,20240127064041:20240127064702:20240127065303:20240127065918
32,O3 Run,4096,Adversarial AE (0.75 Masked),GMM,"0.5525 (0.4326, 0.8173)",0.4711538461538461,20240129120503:20240129121054:20240129121733:20240129122348
33,O3 Run,4096,Adversarial AE (0.75 Masked),COPOD,"0.0857 (0.2500, 0.0517)",0.5220741901776385,20240129120503:20240129121054:20240129121733:20240129122348
34,O3 Run,4096,Adversarial AE (0.75 Masked),HBOS,"0.0786 (0.5000, 0.0429)",0.5214646464646464,20240124191438:20240124225602:20240125014924:20240125052424
35,O3 Run,4096,Adversarial AE (0.75 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240124010750:20240124025653:20240124045930:20240124065708
36,O3 Run,4096,Adversarial AE (0.50 Masked),GMM,"0.7513 (0.6027, 1.0000)",0.5,20240126105826:20240126114827:20240126123200:20240126131557
37,O3 Run,4096,Adversarial AE (0.50 Masked),GradientBoostingClassifier,"0.5831 (0.5699, 0.6000)",0.5797107304460246,20240124002532:20240124003519:20240124004632:20240124005807
38,O3 Run,4096,Adversarial AE (0.50 Masked),LogisticRegression,"0.5794 (0.5765, 0.5906)",0.5864307261366084,20240124002532:20240124003519:20240124004632:20240124005807
39,O3 Run,4096,Adversarial AE (0.50 Masked),XGBClassifier,"0.5760 (0.5942, 0.5611)",0.5606052388983648,20240130041356:20240130042136:20240130042842:20240130043510
40,O3 Run,4096,Adversarial AE (0.50 Masked),RandomForestClassifier,"0.5639 (0.5162, 0.6330)",0.5965071451182563,20240124085946:20240124102629:20240124120243
41,O3 Run,4096,Adversarial AE (0.50 Masked),HBOS,"0.1313 (0.6667, 0.0764)",0.5382241215574549,20240124085946:20240124102629:20240124120243
42,O3 Run,4096,Adversarial AE (0.50 Masked),COPOD,"0.0811 (0.2500, 0.0484)",0.5185117302052786,20240126105826:20240126114827:20240126123200:20240126131557
43,O3 Run,4096,Adversarial AE (0.50 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240123151403:20240123172432:20240123194235:20240123222238
44,O3 Run,4096,Adversarial AE (0.25 Masked),GMM,"0.6564 (0.5305, 0.8893)",0.4508821321321321,20240202111831:20240202112504:20240202113159:20240202113829
45,O3 Run,4096,Adversarial AE (0.25 Masked),GradientBoostingClassifier,"0.6135 (0.6539, 0.5861)",0.6016878603991297,20240202111831:20240202112504:20240202113159:20240202113829
46,O3 Run,4096,Adversarial AE (0.25 Masked),LogisticRegression,"0.5883 (0.5781, 0.6009)",0.6061138819892508,20240201215107:20240201220734:20240201222248:20240201223843
47,O3 Run,4096,Adversarial AE (0.25 Masked),XGBClassifier,"0.5724 (0.6293, 0.5283)",0.6058401073487281,20240202111831:20240202112504:20240202113159:20240202113829
48,O3 Run,4096,Adversarial AE (0.25 Masked),HBOS,"0.1057 (0.4500, 0.0603)",0.5261401557285873,20240130055610:20240130062249:20240130065716:20240130072642
49,O3 Run,4096,Adversarial AE (0.25 Masked),COPOD,"0.0677 (0.5000, 0.0367)",0.5147943885200257,20240130055610:20240130062249:20240130065716:20240130072642
50,O3 Run,4096,Adversarial AE (0.25 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240124142817:20240124143224:20240124143635:20240124144036
51,O3 Run,4096,Adversarial AE,XGBClassifier,"0.6038 (0.6002, 0.6151)",0.6186214605239468,20240201054933:20240201081321:20240201100444:20240201115319
52,O3 Run,4096,Adversarial AE,ExtraTreesClassifier,"0.5797 (0.5143, 0.6750)",0.6453399033621019,20240125213031:20240125215005:20240125220948:20240125222612
53,O3 Run,4096,Adversarial AE,GradientBoostingClassifier,"0.5737 (0.5440, 0.6157)",0.5779834215313742,20240125153605:20240125170610:20240125183340:20240125200220
54,O3 Run,4096,Adversarial AE,LogisticRegression,"0.5737 (0.5591, 0.5944)",0.5315755494505494,20240130050628:20240130051822:20240130053058:20240130054324
55,O3 Run,4096,Adversarial AE,RandomForestClassifier,"0.4920 (0.4856, 0.5017)",0.5812112875224015,20240128152737:20240128162407:20240128174813:20240128190832
56,O3 Run,4096,Adversarial AE,HBOS,"0.1188 (0.5000, 0.0699)",0.5349378881987578,20240205174837:20240205175832:20240205180928:20240205181954
57,O3 Run,4096,Adversarial AE,COPOD,"0.0956 (0.6875, 0.0520)",0.517080745341615,20240205174837:20240205175832:20240205180928:20240205181954
58,O3 Run,4096,Adversarial AE,ABOD,"0.0000 (0.0000, 0.0000)",0.5,20240122165628:20240122223801:20240123040108:20240123091505
0,Task 3,4096,Vanilla AE (0.75 Masked),GradientBoostingClassifier,"0.4421 (0.3867, 0.5350)",0.6220158730158729,20231204185608:20231204190201:20231204190743:20231204191307:20231204191856
1,Task 3,4096,Vanilla AE (0.75 Masked),ExtraTreesClassifier,"0.4048 (0.6333, 0.3067)",0.6602733785822021,20231204014417:20231204014752:20231204015209:20231204015618:20231204020109
2,Task 3,4096,Vanilla AE (0.75 Masked),XGBClassifier,"0.3660 (0.5133, 0.3171)",0.6544261294261294,20231204105535:20231204105857:20231204110214:20231204110524:20231204110845
3,Task 3,4096,Vanilla AE (0.75 Masked),LogisticRegression,"0.3179 (0.3122, 0.3667)",0.5805718954248367,20231204045837:20231204050350:20231204050752:20231204051327:20231204051731
4,Task 3,4096,Vanilla AE (0.75 Masked),RandomForestClassifier,"0.2921 (0.4000, 0.2333)",0.5483917124542124,20231207002317:20231207003228:20231207004047:20231207004927:20231207005644
5,Task 3,4096,Vanilla AE (0.75 Masked),HBOS,"0.1667 (0.3000, 0.1167)",0.5366934046345812,20231203053223:20231203053754:20231203054326:20231203054831:20231203055352
6,Task 3,4096,Vanilla AE (0.75 Masked),COPOD,"0.1500 (0.4000, 0.0952)",0.5476190476190477,20231204192642:20231204193449:20231204194253:20231204195028:20231204195832
7,Task 3,4096,Vanilla AE (0.75 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231122120236:20231122120416:20231122120553:20231122120735:20231122120911
8,Task 3,4096,Vanilla AE (0.50 Masked),GradientBoostingClassifier,"0.5539 (0.6383, 0.5040)",0.6808014346764347,20231202152530:20231202152943:20231202153350:20231202153820:20231202154235
9,Task 3,4096,Vanilla AE (0.50 Masked),XGBClassifier,"0.4042 (0.4100, 0.4171)",0.5940412365412364,20231207055410:20231207055900:20231207060300:20231207060709:20231207061119
10,Task 3,4096,Vanilla AE (0.50 Masked),LogisticRegression,"0.3852 (0.4444, 0.4087)",0.6048534798534799,20231205075803:20231205080606:20231205081358
11,Task 3,4096,Vanilla AE (0.50 Masked),ExtraTreesClassifier,"0.2714 (0.4000, 0.2167)",0.6316602025425555,20231202160007:20231202160244:20231202160527:20231202160743:20231202161006
12,Task 3,4096,Vanilla AE (0.50 Masked),RandomForestClassifier,"0.2364 (0.3667, 0.1917)",0.5208766233766233,20231204034044:20231204034609:20231204035028:20231204035545:20231204040006
13,Task 3,4096,Vanilla AE (0.50 Masked),COPOD,"0.1871 (0.4667, 0.1286)",0.5517857142857142,20231202053154:20231202053715:20231202053951:20231202054507:20231202055028
14,Task 3,4096,Vanilla AE (0.50 Masked),HBOS,"0.1778 (0.4000, 0.1250)",0.5625,20231205002554:20231205002921:20231205003243:20231205003602:20231205003925
15,Task 3,4096,Vanilla AE (0.50 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231126220727:20231126221002:20231126221231:20231126221651:20231126221901
16,Task 3,4096,Vanilla AE (0.25 Masked),GradientBoostingClassifier,"0.5123 (0.4467, 0.6500)",0.6842708333333334,20231202190128:20231202190351:20231202190613:20231202190829:20231202191046
17,Task 3,4096,Vanilla AE (0.25 Masked),XGBClassifier,"0.4444 (0.4867, 0.4200)",0.7164258780435251,20231207142013:20231207142435:20231207142855:20231207143328:20231207143754
18,Task 3,4096,Vanilla AE (0.25 Masked),LogisticRegression,"0.3460 (0.6133, 0.2762)",0.5981501831501831,20231207092635:20231207093207:20231207093804:20231207094423:20231207094945
19,Task 3,4096,Vanilla AE (0.25 Masked),RandomForestClassifier,"0.3143 (0.3500, 0.2900)",0.6477258403361345,20231203080252:20231203080604:20231203080930:20231203081221:20231203081517
20,Task 3,4096,Vanilla AE (0.25 Masked),ExtraTreesClassifier,"0.3071 (0.5500, 0.2500)",0.6587952488687783,20231206152759:20231206153311:20231206153907:20231206154435:20231206154911
21,Task 3,4096,Vanilla AE (0.25 Masked),HBOS,"0.1738 (0.4000, 0.1167)",0.54375,20231202120028:20231202120238:20231202120443:20231202120656:20231202120902
22,Task 3,4096,Vanilla AE (0.25 Masked),COPOD,"0.1333 (0.3333, 0.0833)",0.5288461538461539,20231205073718:20231205074357:20231205075057
23,Task 3,4096,Vanilla AE (0.25 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231126113744:20231126114011:20231126114307:20231126114643:20231126114927
24,Task 3,4096,Vanilla AE,KNeighborsClassifier,"0.7962 (0.9200, 0.7076)",0.8394505494505495,20231203191609:20231203192421:20231203193233:20231203194040:20231203194856
25,Task 3,4096,Vanilla AE,COPOD,"0.7767 (1.0000, 0.6533)",0.8266666666666665,20231203064756:20231203065232:20231203065654:20231203070118:20231203070540
26,Task 3,4096,Vanilla AE,GradientBoostingClassifier,"0.6795 (0.6190, 0.7671)",0.8217186147186147,20231208053838:20231208054405:20231208054941:20231208055456:20231208060025
27,Task 3,4096,Vanilla AE,XGBClassifier,"0.6767 (0.9500, 0.5500)",0.8363687782805431,20231207193727:20231207194641:20231207195500:20231207200344:20231207201231
28,Task 3,4096,Vanilla AE,HBOS,"0.5010 (0.7667, 0.3824)",0.6707142857142857,20231203191609:20231203192421:20231203193233:20231203194040:20231203194856
29,Task 3,4096,Vanilla AE,LogisticRegression,"0.4810 (0.7333, 0.3667)",0.6749503968253968,20231203202025:20231203202520:20231203202957:20231203203430:20231203203921
30,Task 3,4096,Vanilla AE,SVC,"0.4803 (0.7333, 0.3911)",0.8381416361416362,20231207180539:20231207181343:20231207182121:20231207182850:20231207183625
31,Task 3,4096,Vanilla AE,ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231201184814:20231201185446:20231201190107:20231201190645:20231201191323
32,Task 3,12288,Adversarial AE (0.75 Masked),GradientBoostingClassifier,"0.3113 (0.2583, 0.3944)",0.4892708333333333,20231221202108:20231221202403:20231221202913
33,Task 3,12288,Adversarial AE (0.75 Masked),LogisticRegression,"0.1574 (0.2500, 0.1222)",0.4701058201058201,20231221173032:20231221173328:20231221173832
34,Task 3,12288,Adversarial AE (0.75 Masked),XGBClassifier,"0.1407 (0.2222, 0.1032)",0.4866503866503866,20231221173032:20231221173328:20231221173832
35,Task 3,12288,Adversarial AE (0.75 Masked),COPOD,"0.1111 (0.3333, 0.0667)",0.5333333333333333,20231221173032:20231221173328:20231221173832
36,Task 3,12288,Adversarial AE (0.75 Masked),HBOS,"0.0952 (0.3333, 0.0556)",0.5277777777777778,20231221202108:20231221202403:20231221202913
37,Task 3,12288,Adversarial AE (0.75 Masked),ExtraTreesClassifier,"0.0833 (0.1667, 0.0556)",0.4928009259259259,20231221202108:20231221202403:20231221202913
38,Task 3,12288,Adversarial AE (0.75 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231221173032:20231221173328:20231221173832
39,Task 3,12288,Adversarial AE (0.75 Masked),KNeighborsClassifier,"0.0000 (0.0000, 0.0000)",0.5,20231221202108:20231221202403:20231221202913
40,Task 3,12288,Adversarial AE (0.75 Masked),RandomForestClassifier,"0.0000 (0.0000, 0.0000)",0.604698310948311,20231221173032:20231221173328:20231221173832
41,Task 3,4096,Adversarial AE (0.75 Masked),GradientBoostingClassifier,"0.4702 (0.4950, 0.4883)",0.623655462184874,20231204192118:20231204192922:20231204193731:20231204194512:20231204195309
42,Task 3,4096,Adversarial AE (0.75 Masked),XGBClassifier,"0.3869 (0.4900, 0.4024)",0.7413423382173382,20231207201547:20231207202121:20231207202553:20231207203006:20231207203538
43,Task 3,4096,Adversarial AE (0.75 Masked),LogisticRegression,"0.3769 (0.4757, 0.3657)",0.6690487649605297,20231202125616:20231202125958:20231202130319:20231202130705:20231202131040
44,Task 3,4096,Adversarial AE (0.75 Masked),GMM,"0.3457 (0.2212, 0.8000)",0.5,20231203061241:20231203061550:20231203061835:20231203062117:20231203062407
45,Task 3,4096,Adversarial AE (0.75 Masked),RandomForestClassifier,"0.2933 (0.4467, 0.2533)",0.6450138709329886,20231122210440:20231122210701:20231122210915:20231122211128:20231122211328
46,Task 3,4096,Adversarial AE (0.75 Masked),ExtraTreesClassifier,"0.2738 (0.8000, 0.1686)",0.672843137254902,20231201181313:20231201181843:20231201182036:20231201182225:20231201182408
47,Task 3,4096,Adversarial AE (0.75 Masked),COPOD,"0.2299 (0.3667, 0.1738)",0.5220238095238094,20231206084608:20231206085334:20231206090028:20231206090607:20231206091111
48,Task 3,4096,Adversarial AE (0.75 Masked),HBOS,"0.1905 (0.5000, 0.1222)",0.5499999999999999,20231208171212:20231208171710:20231208172226
49,Task 3,4096,Adversarial AE (0.75 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231122120147:20231122120325:20231122120506:20231122120640:20231122120824
50,Task 3,12288,Adversarial AE (0.50 Masked),GradientBoostingClassifier,"0.5667 (0.5222, 0.6333)",0.6925925925925925,20231220210911:20231220211217:20231220211730
51,Task 3,12288,Adversarial AE (0.50 Masked),XGBClassifier,"0.5000 (0.7667, 0.3849)",0.7136692283751107,20231223200109:20231223200417:20231223200926
52,Task 3,12288,Adversarial AE (0.50 Masked),SVC,"0.4646 (0.5333, 0.4405)",0.8324094060701204,20231209095410:20231209095744:20231209100302
53,Task 3,12288,Adversarial AE (0.50 Masked),KNeighborsClassifier,"0.3873 (0.4250, 0.3833)",0.5904761904761905,20231224195320:20231224195638:20231224200218
54,Task 3,12288,Adversarial AE (0.50 Masked),LogisticRegression,"0.3569 (0.4167, 0.3254)",0.6377696377696377,20231225000136:20231225000532:20231225001113
55,Task 3,12288,Adversarial AE (0.50 Masked),ExtraTreesClassifier,"0.2907 (0.6111, 0.2143)",0.7132003798670464,20231225000136:20231225000532:20231225001113
56,Task 3,12288,Adversarial AE (0.50 Masked),RandomForestClassifier,"0.2857 (0.5000, 0.2000)",0.5601648351648352,20231209144202:20231209144441:20231220000805
57,Task 3,12288,Adversarial AE (0.50 Masked),COPOD,"0.2778 (0.6667, 0.1778)",0.5888888888888889,20231221064720:20231221065137:20231221065658
58,Task 3,12288,Adversarial AE (0.50 Masked),HBOS,"0.1953 (0.3333, 0.1389)",0.5232905982905983,20231223024845:20231223025251:20231223025803
59,Task 3,12288,Adversarial AE (0.50 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231209095410:20231209095744:20231209100302
60,Task 3,4096,Adversarial AE (0.50 Masked),GradientBoostingClassifier,"0.4709 (0.4617, 0.5214)",0.5425137362637363,20231206005042:20231206005712:20231206010155:20231206010538:20231206011205
61,Task 3,4096,Adversarial AE (0.50 Masked),XGBClassifier,"0.3827 (0.5333, 0.3271)",0.6050662083015025,20231202195228:20231202195447:20231202195714:20231202195929:20231202200147
62,Task 3,4096,Adversarial AE (0.50 Masked),RandomForestClassifier,"0.3567 (0.4500, 0.3657)",0.6164329004329004,20231206120304:20231206120757:20231206121209:20231206121630:20231206122031
63,Task 3,4096,Adversarial AE (0.50 Masked),LogisticRegression,"0.3389 (0.3800, 0.3333)",0.5967948717948718,20231208134753:20231208135233:20231208135703:20231208140129:20231208140604
64,Task 3,4096,Adversarial AE (0.50 Masked),ExtraTreesClassifier,"0.3338 (0.6000, 0.2519)",0.6090237377002083,20231206040238:20231206040613:20231206040945:20231206041318:20231206041647
65,Task 3,4096,Adversarial AE (0.50 Masked),HBOS,"0.1778 (0.2667, 0.1333)",0.5468253968253969,20231202224822:20231202225057:20231202225318:20231202225544:20231202225813
66,Task 3,4096,Adversarial AE (0.50 Masked),COPOD,"0.1667 (0.4000, 0.1067)",0.5404166666666667,20231208030624:20231208031237:20231208032004:20231208032642:20231208033244
67,Task 3,4096,Adversarial AE (0.50 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231126220450:20231126220854:20231126221053:20231126221359:20231126221737
68,Task 3,12288,Adversarial AE (0.25 Masked),GradientBoostingClassifier,"0.4434 (0.5333, 0.4762)",0.6446650775694893,20231223141904:20231223142304:20231223142830
69,Task 3,12288,Adversarial AE (0.25 Masked),XGBClassifier,"0.4127 (0.4722, 0.4167)",0.7609649122807017,20231221174318:20231221174615:20231221175143
70,Task 3,12288,Adversarial AE (0.25 Masked),KNeighborsClassifier,"0.3761 (0.3333, 0.4722)",0.6969352021435355,20231222103014:20231222103331:20231222103857
71,Task 3,12288,Adversarial AE (0.25 Masked),SVC,"0.3704 (0.6111, 0.2897)",0.8038194444444445,20231224093320:20231224093744:20231224094307
72,Task 3,12288,Adversarial AE (0.25 Masked),ExtraTreesClassifier,"0.2000 (0.3333, 0.1528)",0.5808980643539466,20231221234557:20231221234852:20231221235355
73,Task 3,12288,Adversarial AE (0.25 Masked),COPOD,"0.1481 (0.1667, 0.1333)",0.534640522875817,20231223120654:20231223121113:20231223121650
74,Task 3,12288,Adversarial AE (0.25 Masked),HBOS,"0.1333 (0.3333, 0.0833)",0.5416666666666666,20231224093320:20231224093744:20231224094307
75,Task 3,12288,Adversarial AE (0.25 Masked),LogisticRegression,"0.1333 (0.3333, 0.0833)",0.5240972222222222,20231221175814:20231221180140:20231221180646
76,Task 3,12288,Adversarial AE (0.25 Masked),RandomForestClassifier,"0.1111 (0.3333, 0.0667)",0.5148611111111111,20231222064306:20231222064601:20231222065101
77,Task 3,12288,Adversarial AE (0.25 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231208193915:20231208194144:20231208194642
78,Task 3,4096,Adversarial AE (0.25 Masked),GradientBoostingClassifier,"0.4976 (0.4321, 0.5988)",0.5809180402930403,20231206235131:20231206235642:20231207000152:20231207000657:20231207001201
79,Task 3,4096,Adversarial AE (0.25 Masked),XGBClassifier,"0.4356 (0.5867, 0.4071)",0.6857142857142857,20231204133714:20231204134027:20231204134341:20231204134716:20231204135036
80,Task 3,4096,Adversarial AE (0.25 Masked),ExtraTreesClassifier,"0.3581 (0.5500, 0.2824)",0.7019611662846957,20231205010553:20231205011028:20231205011540:20231205012030:20231205012547
81,Task 3,4096,Adversarial AE (0.25 Masked),RandomForestClassifier,"0.2786 (0.3400, 0.2833)",0.4854808590102707,20231202181515:20231202181734:20231202182001:20231202182257:20231202182626
82,Task 3,4096,Adversarial AE (0.25 Masked),LogisticRegression,"0.2571 (0.6500, 0.1786)",0.5966301672184026,20231206230415:20231206230820:20231206231231:20231206231634:20231206232040
83,Task 3,4096,Adversarial AE (0.25 Masked),HBOS,"0.1600 (0.3000, 0.1167)",0.5453081232492998,20231204210053:20231204210416:20231204210745:20231204211107:20231204211427
84,Task 3,4096,Adversarial AE (0.25 Masked),COPOD,"0.1371 (0.3000, 0.0900)",0.5268954248366013,20231204090502:20231204090857:20231204091256:20231204091638:20231204092025
85,Task 3,4096,Adversarial AE (0.25 Masked),ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231126113532:20231126113904:20231126114144:20231126114512:20231126114745
86,Task 3,12288,Adversarial AE,SVC,"0.6815 (0.8222, 0.6952)",0.9219753285929756,20231221192048:20231221192338:20231221192841
87,Task 3,12288,Adversarial AE,KNeighborsClassifier,"0.6465 (0.6667, 0.7238)",0.7914390756302522,20231221192048:20231221192338:20231221192841
88,Task 3,12288,Adversarial AE,GradientBoostingClassifier,"0.6075 (0.5651, 0.6595)",0.739250700280112,20231221192048:20231221192338:20231221192841
89,Task 3,12288,Adversarial AE,XGBClassifier,"0.6000 (0.7000, 0.5929)",0.8471503986209868,20231221192048:20231221192338:20231221192841
90,Task 3,12288,Adversarial AE,LogisticRegression,"0.2741 (0.3444, 0.2810)",0.4786953242835596,20231221192048:20231221192338:20231221192841
91,Task 3,12288,Adversarial AE,HBOS,"0.1481 (0.3333, 0.0952)",0.5476190476190476,20231221192048:20231221192338:20231221192841
92,Task 3,12288,Adversarial AE,ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231221192048:20231221192338:20231221192841
93,Task 3,12288,Adversarial AE,COPOD,"0.0000 (0.0000, 0.0000)",0.5,20231221192048:20231221192338:20231221192841
94,Task 3,4096,Adversarial AE,GradientBoostingClassifier,"0.7836 (0.8111, 0.7690)",0.871092032967033,20231203090004:20231203090417:20231203090816:20231203091200:20231203091601
95,Task 3,4096,Adversarial AE,KNeighborsClassifier,"0.7121 (0.8667, 0.6762)",0.8095238095238095,20231208143541:20231208144154:20231208144807:20231208145420:20231208150006
96,Task 3,4096,Adversarial AE,XGBClassifier,"0.7100 (0.8714, 0.6667)",0.8940088383838385,20231203070727:20231203071015:20231203071311:20231203071605:20231203071901
97,Task 3,4096,Adversarial AE,COPOD,"0.6610 (0.9333, 0.5633)",0.7673809523809524,20231201184337:20231201185007:20231201185637:20231201190213:20231201190843
98,Task 3,4096,Adversarial AE,SVC,"0.5767 (0.8762, 0.4767)",0.7437043650793651,20231207180057:20231207180906:20231207181645:20231207182418:20231207183149
99,Task 3,4096,Adversarial AE,GMM,"0.5753 (0.4355, 0.9000)",0.6982302011713776,20231205041303:20231205041739:20231205042135:20231205042412:20231205042755:20231205043033
100,Task 3,4096,Adversarial AE,LogisticRegression,"0.5701 (0.6800, 0.5438)",0.7950228937728937,20231206221148:20231206221623:20231206222125:20231206222536:20231206223007
101,Task 3,4096,Adversarial AE,HBOS,"0.5505 (0.8800, 0.4633)",0.7102380952380952,20231201184337:20231201185007:20231201185637:20231201190213:20231201190843
102,Task 3,4096,Adversarial AE,ABOD,"0.0000 (0.0000, 0.0000)",0.5,20231201184337:20231201185007:20231201185637:20231201190213:20231201190843
0,Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),SVC,"1.0000 (1.0000, 1.0000)",1.0,20240207032252:20240207032540:20240207032808:20240207033037:20240207033326
1,Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),LogisticRegression,"0.9024 (0.8222, 1.0000)",1.0,20240206073842:20240206074638:20240206074910
2,Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),GMM,"0.8727 (0.7778, 1.0000)",0.5,20240206073842:20240206074638:20240206074910
3,Task 2 (50% Noise),4096,Vanilla AE (0.75 Masked),KNeighborsClassifier,"0.8727 (0.7778, 1.0000)",0.5,20240206073842:20240206074638:20240206074910
